brand,model,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,age,Engine_Displacement
Mercedes-Benz,E-Class E 550,49643.0,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,At least 1 accident or damage reported,Yes,33995.0,8,2.5
BMW,650 i xDrive,76474.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,32000.0,9,3.5
Chevrolet,Silverado 2500 H/D,167000.0,Gasoline,300.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,white,gray,At least 1 accident or damage reported,Yes,6500.0,23,2.0
Porsche,911 Turbo,28470.0,Gasoline,540.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,white,black,At least 1 accident or damage reported,Yes,147500.0,6,3.5
Ford,Mustang V6,54000.0,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,23999.0,8,3.683781266631186
Chevrolet,Traverse Premier,11806.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Other,white,black,None reported,Yes,47000.0,1,3.5
RAM,3500 Tradesman,2990.0,Diesel,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Automatic,white,black,At least 1 accident or damage reported,Yes,69900.0,1,1.8
INFINITI,QX60 Base,89106.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,18000.0,7,3.5
Chevrolet,Silverado 1500 Limited LT Trail Boss,4753.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,57000.0,2,3.7
Land,Rover Defender S,15840.0,Gasoline,296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,69900.0,1,5.7
Chevrolet,Suburban Premier,51338.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,49900.0,5,3.5
Ford,F-250 Lariat,80200.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,white,black,None reported,Yes,42500.0,5,2.0
Toyota,Sequoia SR5,244200.0,Gasoline,240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,At least 1 accident or damage reported,Yes,3950.0,22,3.2
Hyundai,Genesis Coupe 3.8 Base,45303.0,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,20999.0,8,2.5
Chevrolet,Corvette Stingray Z51,7033.0,Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,63900.0,5,3.683781266631186
Porsche,Cayenne Base,110000.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,white,white,At least 1 accident or damage reported,Yes,25900.0,8,3.8
Porsche,911 GT3,30700.0,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,138999.0,8,6.2
Toyota,4Runner TRD Off Road,79500.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,33333.0,5,3.5
Land,Rover Range Rover Evoque SE Premium,42125.0,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,38999.0,6,6.6
BMW,M3 Base,98200.0,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,27000.0,13,4.0
Jeep,Wrangler Sport,171000.0,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,white,black,At least 1 accident or damage reported,Yes,15000.0,23,3.9
Mercedes-Benz,E-Class E 350 4MATIC,67250.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,11900.0,16,3.5
Ford,Explorer XLT,33705.0,Gasoline,2.3L I4 16V GDI DOHC Turbo,Automatic,white,other,At least 1 accident or damage reported,Yes,36995.0,3,7.0
Land,Rover LR4 HSE LUX Landmark Edition,63300.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,white,brown,None reported,Yes,31000.0,8,2.5
Hummer,H3 Base,107481.0,Gasoline,239.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,13500.0,14,3.5
Tesla,Model 3 Long Range,61700.0,Electric,271.0HP Electric Motor Electric Fuel System,Automatic,white,black,None reported,Yes,25900.0,6,2.0
Chevrolet,Camaro 2SS,26000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,39000.0,6,5.3
Audi,TT RS Base,54900.0,Gasoline,360.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Manual,white,brown,None reported,No,28900.0,12,4.6
INFINITI,QX56 Base,141775.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,11500.0,12,3.8
Lamborghini,Aventador LP750-4 Superveloce,10654.0,Gasoline,"6.5L V-12 DOHC, variable valve control, premium unleaded, engine",Automatic,white,other,None reported,No,449991.0,7,5.7
GMC,Yukon XL Denali,48306.0,Gasoline,6.2L V8 16V GDI OHV,Automatic,white,black,At least 1 accident or damage reported,Yes,71999.0,2,3.0
Mazda,CX-30 Premium Package,45303.0,Gasoline,2.5L I4 16V GDI DOHC,Other,white,white,None reported,No,25382.0,3,4.0
Chevrolet,Avalanche 1500 LTZ,129000.0,Gasoline,366.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,17950.0,17,3.0
Acura,MDX w/Advance Package,3708.0,Gasoline,3.5 Liter SOHC,Automatic,white,other,None reported,No,58998.0,1,3.6
Subaru,Impreza Premium,10419.0,Gasoline,"2L H-4 gasoline direct injection, DOHC, variable valve control,",Other,white,black,At least 1 accident or damage reported,No,24998.0,2,3.5
Subaru,Ascent Limited 7-Passenger,12700.0,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT,white,other,None reported,Yes,38500.0,2,3.5
Porsche,Cayenne S,124000.0,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,25000.0,9,5.4
Lexus,LX 570 Three-Row,48300.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,white,red,None reported,Yes,82000.0,3,6.1
Cadillac,Escalade ESV Base,152068.0,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,white,black,At least 1 accident or damage reported,Yes,12350.0,15,4.2
BMW,428 i xDrive SULEV,77000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,white,red,At least 1 accident or damage reported,Yes,26999.0,8,1.5
BMW,X6 xDrive35i,90000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,white,red,None reported,Yes,19950.0,11,2.0
INFINITI,G35 Base,94000.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,white,gray,At least 1 accident or damage reported,Yes,10995.0,18,2.8
Hummer,H2 Base,63750.0,Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,At least 1 accident or damage reported,Yes,55000.0,16,4.4
Acura,ILX Premium Package,37900.0,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,26000.0,5,3.6
Chevrolet,Camaro 2SS,8660.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,45000.0,6,6.7
Chevrolet,Corvette Stingray w/3LT,4200.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,98000.0,1,2.5
Lincoln,MKC Reserve,100000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,white,white,None reported,Yes,24000.0,8,4.0
Mercedes-Benz,AMG G 63 Base,39800.0,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,white,red,None reported,Yes,99000.0,7,3.3
Ford,F-250 XLT,124000.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,white,gray,None reported,Yes,40100.0,5,5.6
INFINITI,QX60 Base,95400.0,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,No,14195.0,10,1.6
Ford,F-350 Lariat Crew Cab Super Duty DRW,176691.0,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,Automatic,white,other,At least 1 accident or damage reported,Yes,13000.0,19,5.3
Hyundai,Santa Fe GLS,96476.0,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,white,gray,None reported,Yes,13000.0,9,3.683781266631186
Buick,Envision Essence,27340.0,Gasoline,2.5L I4 16V GDI DOHC,Other,white,other,None reported,No,31700.0,4,3.0
Jeep,Compass Sport,99000.0,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,white,gray,At least 1 accident or damage reported,Yes,5000.0,8,3.0
Chrysler,300C Base,87500.0,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,13750.0,11,3.5
Toyota,Camry Solara SLE,138000.0,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,6800.0,17,2.0
Lexus,IS 300 Base,70891.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,28995.0,6,1.8
Tesla,Model 3 Long Range,32670.0,Electric,Electric Motor Electric Fuel System,Automatic,white,black,None reported,Yes,37000.0,3,2.4
Ford,Transit-350 Base,235000.0,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,white,gray,None reported,No,18000.0,6,6.0
Audi,S4 3.0 Prestige,98400.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,white,white,None reported,Yes,18000.0,12,3.0
Toyota,4Runner SR5 Premium,1400.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,46500.0,1,5.3
Ford,F-250 Base,92800.0,Gasoline,210.0HP 5.8L 8 Cylinder Engine Gasoline Fuel,Automatic,white,gray,None reported,Yes,9000.0,27,2.7
Mercedes-Benz,C-Class C 250 Sport,70612.0,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,14500.0,10,3.0
RAM,3500 SLT,157272.0,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Automatic,white,gray,At least 1 accident or damage reported,Yes,32999.0,7,3.5
Bentley,Bentayga W12 Signature,31875.0,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,115785.0,6,3.0
Mercedes-Benz,S-Class S500,175722.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,7000.0,19,3.0
GMC,Yukon SLT,142792.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,white,brown,None reported,Yes,22999.0,9,3.0
Toyota,Tundra Limited,89400.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,white,gray,None reported,Yes,26900.0,14,3.6
Chevrolet,Malibu 1LT,139000.0,Gasoline,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,4200.0,15,3.0
Nissan,Titan SL,95993.0,Gasoline,5.6L V8 32V GDI DOHC,Automatic,white,black,None reported,Yes,32612.0,3,3.0
INFINITI,QX56 Base,130921.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Other,white,other,None reported,Yes,12000.0,13,4.7
RAM,2500 Tradesman,41000.0,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,white,gray,None reported,No,45515.0,4,3.8
Cadillac,Escalade ESV Premium Luxury Platinum,31500.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,95000.0,3,3.2
Toyota,4Runner SR5,135000.0,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,white,gray,None reported,Yes,16900.0,18,3.5
BMW,M5 Base,13250.0,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,white,brown,None reported,No,86900.0,3,3.6
Maserati,Ghibli S Q4,20000.0,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,white,brown,None reported,Yes,43000.0,6,3.0
Ford,Focus SEL,80134.0,E85 Flex Fuel,2.0L I4 16V GDI DOHC Flexible Fuel,Automatic,white,black,None reported,Yes,13895.0,7,3.0
Lincoln,Nautilus Reserve,19700.0,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,48000.0,3,3.5
Mercedes-Benz,AMG GT Base,28182.0,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,white,brown,At least 1 accident or damage reported,Yes,84500.0,6,3.0
Jeep,Wrangler Rubicon Hard Rock,67882.0,Gasoline,3.6 Liter,Automatic,white,black,None reported,No,32798.0,8,5.0
BMW,X5 xDrive40i,5541.0,Gasoline,3.0 Liter Turbo,Automatic,white,black,None reported,No,56598.0,4,6.0
Dodge,Ram 1500 ST,131100.0,E85 Flex Fuel,310.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,Automatic,white,gray,At least 1 accident or damage reported,Yes,12995.0,14,4.0
Kia,Sportage LX,13000.0,Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,31900.0,1,3.8
Buick,LaCrosse Leather,125559.0,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,white,other,At least 1 accident or damage reported,Yes,11200.0,10,6.6
Tesla,Model Y Long Range,21404.0,Electric,425.0HP Electric Motor Electric Fuel System,Automatic,white,white,None reported,Yes,49500.0,2,3.5
BMW,X5 xDrive40e,91798.0,Hybrid,Electric,Automatic,white,black,None reported,No,22998.0,8,3.9
BMW,M240 i,37100.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,white,black,At least 1 accident or damage reported,Yes,26125.0,7,3.6
Ford,F-150 XLT,94000.0,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,26000.0,7,2.0
Land,Rover Discovery S,121886.0,Gasoline,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,white,other,At least 1 accident or damage reported,Yes,6000.0,21,2.5
GMC,Sierra 1500 SLT,12941.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,At least 1 accident or damage reported,Yes,51500.0,3,3.0
Audi,A5 2.0T Prestige,35850.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,33000.0,6,2.0
Porsche,718 Spyder Base,4700.0,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Manual,white,black,None reported,Yes,134000.0,2,6.2
Hyundai,Genesis Coupe 2.0T R-Spec,55000.0,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,white,red,None reported,No,18000.0,11,3.0
BMW,435 i,126500.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,15000.0,10,3.8
BMW,X5 xDrive40i,4880.0,Gasoline,3.0 Liter Turbo,Automatic,white,black,None reported,No,57998.0,4,4.7
Acura,NSX Base,6523.0,Hybrid,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,white,other,None reported,No,143900.0,6,2.4
Mercedes-Benz,SL-Class SL500 Roadster,127000.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,14000.0,19,2.0
Chevrolet,Silverado 1500 Base,97000.0,Gasoline,200.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,Automatic,white,gray,None reported,Yes,27500.0,24,2.5
Mercedes-Benz,SL-Class SL400,36670.0,Gasoline,3.0 Liter,Automatic,white,other,None reported,No,39998.0,9,3.0
Bentley,Continental GTC Base,7960.0,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,white,white,None reported,Yes,81500.0,16,3.8
Rivian,R1S Adventure Package,159.0,Electric,533.0HP Electric Motor Electric Fuel System,Automatic,white,black,None reported,Yes,95500.0,1,6.2
INFINITI,QX56 Base,110000.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,15600.0,12,6.0
GMC,Yukon XL Denali,45617.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,white,gray,None reported,Yes,51000.0,6,4.6
Mercedes-Benz,GL-Class GL 450,138050.0,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,16500.0,13,2.5
Lexus,GX 460 Luxury,37366.0,Gasoline,4.6L V8 32V MPFI DOHC,Other,white,black,None reported,No,51890.0,4,4.0
Tesla,Model S Long Range,35315.0,Electric,670.0HP Electric Motor Electric Fuel System,Automatic,white,black,None reported,Yes,66900.0,3,2.0
Volkswagen,Jetta 1.4T SE,61000.0,Gasoline,150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,15995.0,7,2.0
Jeep,Grand Cherokee Limited,12050.0,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,white,black,None reported,No,41599.0,2,3.6
Land,Rover Range Rover 3.0L Supercharged HSE,50340.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,white,other,At least 1 accident or damage reported,Yes,47000.0,7,2.0
Hummer,H3 Base,101750.0,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,12900.0,17,4.0
Lexus,GX 460 Premium,22466.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,45900.0,4,5.7
Chrysler,300 Touring,23152.0,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,white,white,None reported,Yes,28250.0,4,3.683781266631186
GMC,Acadia SLT-2,115000.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,white,brown,None reported,Yes,14000.0,11,2.5
Chevrolet,Malibu Premier,33400.0,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,28000.0,3,3.8
Tesla,Model Y Performance,30000.0,Electric,455.0HP Electric Motor Electric Fuel System,Automatic,white,white,None reported,Yes,51999.0,2,2.0
Chevrolet,Corvette Z06 w/2LZ,202.0,Gasoline,670.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,white,red,None reported,Yes,179000.0,1,5.0
Tesla,Model Y Performance,11200.0,Electric,455.0HP Electric Motor Electric Fuel System,Automatic,white,black,None reported,Yes,47500.0,3,6.2
Volvo,XC40 T5 Momentum,56536.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,white,other,None reported,No,26599.0,4,1.6
Mitsubishi,Lancer Sportback ES,113000.0,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,white,black,None reported,Yes,5800.0,13,5.7
Mazda,Mazda3 Grand Touring,15175.0,Gasoline,2.5L I4 16V GDI DOHC,Other,white,other,At least 1 accident or damage reported,No,19212.0,6,3.0
Audi,A3 2.0T Premium,137000.0,Gasoline,186.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,white,gray,None reported,Yes,10995.0,7,6.2
Maserati,Quattroporte S,50000.0,Gasoline,425.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,26497.0,12,2.0
Audi,Q5 2.0T Premium Plus,50400.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,28500.0,6,5.7
Lincoln,MKS Base,124400.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,white,black,At least 1 accident or damage reported,Yes,9500.0,9,4.4
Ferrari,F430 Berlinetta,38686.0,Gasoline,483.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Automatic,white,red,None reported,Yes,99999.0,19,2.3
Porsche,Macan,16554.0,Gasoline,2.0 Liter,Automatic,white,other,None reported,No,51698.0,3,6.2
Chevrolet,Silverado 2500 WT,141195.0,E85 Flex Fuel,6.0L V8 16V MPFI OHV Flexible Fuel,Other,white,other,None reported,No,28499.0,6,5.6
Porsche,Macan S,20250.0,Gasoline,375.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,68500.0,2,3.0
Porsche,Macan S,29136.0,Gasoline,3.0 Liter Turbo,Automatic,white,red,None reported,No,58598.0,4,3.5
Nissan,Versa 1.6 SL,85768.0,Gasoline,109.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT,white,black,At least 1 accident or damage reported,Yes,8250.0,9,3.8
BMW,328 i,124000.0,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,11900.0,11,4.0
Mazda,Mazda6 i Touring,124000.0,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,white,other,At least 1 accident or damage reported,Yes,12900.0,9,3.6
Porsche,Cayman Base,67998.0,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,Manual,white,other,None reported,Yes,30000.0,13,1.5
Lexus,IS 300 Base,50992.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,white,gray,At least 1 accident or damage reported,Yes,28000.0,6,3.0
Lexus,LC 500 Base,6875.0,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,89000.0,2,5.7
Honda,CR-V Touring,55100.0,Gasoline,1.5L I4 16V GDI DOHC Turbo,CVT,white,gray,None reported,No,28324.0,5,5.3
Porsche,Panamera S,49000.0,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,No,41500.0,12,2.0
BMW,750 i,74600.0,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,white,brown,None reported,Yes,15000.0,15,3.0
RAM,2500 Big Horn,95115.0,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,Other,white,black,None reported,Yes,43640.0,8,4.4
Chevrolet,Camaro 1LT,9111.0,Gasoline,3.6L V6 GDI DOHC,Automatic,white,black,None reported,No,27599.0,5,2.5
Chevrolet,Suburban Premier,92728.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,34900.0,7,3.683781266631186
Ford,F-250 XL,75200.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,white,gray,None reported,Yes,22000.0,8,6.7
Chevrolet,Trailblazer SS,29586.0,Gasoline,390.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,47900.0,16,3.683781266631186
Volkswagen,Golf R Base,1067.0,Gasoline,315.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,white,blue,None reported,Yes,48000.0,2,2.0
Ford,F-250 XLT,32268.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,white,gray,None reported,Yes,46500.0,5,2.3
Hummer,H2 Base,179400.0,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,white,brown,At least 1 accident or damage reported,Yes,15000.0,21,5.0
Chevrolet,Suburban Z71,36555.0,Gasoline,5.3L V8 16V GDI OHV,Automatic,white,black,None reported,Yes,64288.0,2,2.0
Chevrolet,Camaro Z28,58800.0,Gasoline,305.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,white,white,None reported,Yes,15000.0,25,3.0
Chevrolet,Corvette Stingray,13900.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,white,red,None reported,Yes,54490.0,6,6.5
Mercedes-Benz,GLE 350 Base 4MATIC,24500.0,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Other,white,other,None reported,Yes,82150.0,2,5.7
BMW,X6 xDrive40i,27654.0,Hybrid,3.0 Liter Turbo,Automatic,white,black,None reported,No,61998.0,3,5.6
Mercedes-Benz,SL-Class SL 63 AMG,47400.0,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,Automatic,white,black,At least 1 accident or damage reported,Yes,41000.0,13,2.5
Ford,Focus SE,107500.0,Gasoline,132.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,9500.0,15,5.3
Chevrolet,Corvette Stingray w/2LT,5200.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,white,red,None reported,Yes,88900.0,1,3.4
Ford,F-150 XLT SuperCab,48054.0,Gasoline,220.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,white,gray,None reported,Yes,9500.0,25,4.0
Acura,ZDX Base,106335.0,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,white,gray,None reported,Yes,19000.0,12,3.8
Mercedes-Benz,E-Class E 400,28690.0,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,38880.0,6,5.7
Lexus,LS 460 Base,103000.0,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,white,other,None reported,Yes,20500.0,12,3.3
Ford,Mustang GT Premium,58500.0,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Manual,white,red,At least 1 accident or damage reported,Yes,20000.0,14,1.5
Ford,Explorer XLT,82900.0,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,white,gray,At least 1 accident or damage reported,Yes,16000.0,11,5.2
Mercedes-Benz,Sprinter 2500 Standard Roof,4590.0,Gasoline,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,white,black,None reported,Yes,64000.0,2,3.6
RAM,2500 Big Horn,97000.0,Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Automatic,white,gray,At least 1 accident or damage reported,Yes,45000.0,5,3.0
Chevrolet,Express 2500 Work Van,140500.0,E85 Flex Fuel,324.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,Automatic,white,gray,None reported,Yes,11800.0,12,4.8
Subaru,Crosstrek Premium,10000.0,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT,white,black,None reported,Yes,28000.0,2,4.4
Honda,Pilot EX-L,135350.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,white,other,At least 1 accident or damage reported,Yes,19900.0,8,2.0
